time_orbits,dist_km,u_p_norm,u_e_norm
0.542580,3.30496234e+02,7.71932443e-04,3.85966222e-04
0.544768,3.26378774e+02,7.89081154e-04,3.94540577e-04
0.546955,3.23433606e+02,7.95323537e-04,3.97661768e-04
0.549143,3.21610874e+02,7.89793940e-04,3.94896970e-04
0.551331,3.20839972e+02,7.72285524e-04,3.86142762e-04
0.553519,3.21034550e+02,7.43277398e-04,3.71638699e-04
0.555707,3.22097879e+02,7.03872885e-04,3.51936443e-04
0.557894,3.23928002e+02,6.55668241e-04,3.27834120e-04
0.560082,3.26422263e+02,6.00582799e-04,3.00291400e-04
0.562270,3.29480946e+02,5.40683056e-04,2.70341528e-04
0.564458,3.33009912e+02,4.78026807e-04,2.39013403e-04
0.566646,3.36922295e+02,4.14543140e-04,2.07271570e-04
0.568834,3.41139332e+02,3.51954081e-04,1.75977041e-04
0.571021,3.45590526e+02,2.91736935e-04,1.45868468e-04
0.573209,3.50213288e+02,2.35125525e-04,1.17562763e-04
0.575397,3.54952244e+02,1.83157813e-04,9.15789064e-05
0.577585,3.59758346e+02,1.36810711e-04,6.84053555e-05
0.579773,3.64587950e+02,9.73692774e-05,4.86846387e-05
0.581961,3.69401955e+02,6.74685259e-05,3.37342630e-05
0.584148,3.74165122e+02,5.28035390e-05,2.64017695e-05
0.586336,3.78845618e+02,5.70619673e-05,2.85309836e-05
0.588524,3.83414794e+02,7.24876271e-05,3.62438135e-05
0.590712,3.87847177e+02,9.11185438e-05,4.55592719e-05
0.592900,3.92120588e+02,1.10019404e-04,5.50097022e-05
0.595087,3.96216296e+02,1.28452731e-04,6.42263657e-05
0.597275,4.00119134e+02,1.46350447e-04,7.31752233e-05
0.599463,4.03817528e+02,1.63808758e-04,8.19043792e-05
0.601651,4.07303409e+02,1.80924138e-04,9.04620691e-05
0.603839,4.10572044e+02,1.97747752e-04,9.88738761e-05
0.606027,4.13621792e+02,2.14284173e-04,1.07142087e-04
0.608214,4.16453829e+02,2.30504957e-04,1.15252479e-04
0.610402,4.19071854e+02,2.46364321e-04,1.23182160e-04
0.612590,4.21481802e+02,2.61811793e-04,1.30905897e-04
0.614778,4.23691566e+02,2.76800517e-04,1.38400259e-04
0.616966,4.25710733e+02,2.91291652e-04,1.45645826e-04
0.619153,4.27550339e+02,3.05255922e-04,1.52627961e-04
0.621341,4.29222640e+02,3.18673401e-04,1.59336701e-04
0.623529,4.30740896e+02,3.31532353e-04,1.65766176e-04
0.625717,4.32119172e+02,3.43827708e-04,1.71913854e-04
0.627905,4.33372153e+02,3.55559508e-04,1.77779754e-04
0.630093,4.34514965e+02,3.66731484e-04,1.83365742e-04
0.632280,4.35563016e+02,3.77349851e-04,1.88674925e-04
0.634468,4.36531838e+02,3.87422326e-04,1.93711163e-04
0.636656,4.37436943e+02,3.96957362e-04,1.98478681e-04
0.638844,4.38293694e+02,4.05963573e-04,2.02981786e-04
0.641032,4.39117173e+02,4.14449307e-04,2.07224654e-04
0.643220,4.39922069e+02,4.22422370e-04,2.11211185e-04
0.645407,4.40722571e+02,4.29889838e-04,2.14944919e-04
0.647595,4.41532270e+02,4.36857977e-04,2.18428989e-04
0.649783,4.42364070e+02,4.43332218e-04,2.21666109e-04
0.651971,4.43230115e+02,4.49317195e-04,2.24658597e-04
0.654159,4.44141716e+02,4.54816821e-04,2.27408410e-04
0.656346,4.45109297e+02,4.59834405e-04,2.29917203e-04
0.658534,4.46142347e+02,4.64372783e-04,2.32186391e-04
0.660722,4.47249383e+02,4.68434468e-04,2.34217234e-04
0.662910,4.48437923e+02,4.72021810e-04,2.36010905e-04
0.665098,4.49714470e+02,4.75137155e-04,2.37568577e-04
0.667286,4.51084509e+02,4.77783000e-04,2.38891500e-04
0.669473,4.52552505e+02,4.79962147e-04,2.39981074e-04
0.671661,4.54121918e+02,4.81677833e-04,2.40838917e-04
0.673849,4.55795222e+02,4.82933855e-04,2.41466927e-04
0.676037,4.57573936e+02,4.83734672e-04,2.41867336e-04
0.678225,4.59458656e+02,4.84085488e-04,2.42042744e-04
0.680412,4.61449093e+02,4.83992315e-04,2.41996157e-04
0.682600,4.63544125e+02,4.83462014e-04,2.41731007e-04
0.684788,4.65741841e+02,4.82502318e-04,2.41251159e-04
0.686976,4.68039597e+02,4.81121825e-04,2.40560913e-04
0.689164,4.70434067e+02,4.79329989e-04,2.39664995e-04
0.691352,4.72921301e+02,4.77137077e-04,2.38568539e-04
0.693539,4.75496784e+02,4.74554122e-04,2.37277061e-04
0.695727,4.78155485e+02,4.71592862e-04,2.35796431e-04
0.697915,4.80891919e+02,4.68265663e-04,2.34132832e-04
0.700103,4.83700195e+02,4.64585444e-04,2.32292722e-04
0.702291,4.86574072e+02,4.60565587e-04,2.30282793e-04
0.704479,4.89507004e+02,4.56219854e-04,2.28109927e-04
0.706666,4.92492189e+02,4.51562294e-04,2.25781147e-04
0.708854,4.95522610e+02,4.46607163e-04,2.23303581e-04
0.711042,4.98591076e+02,4.41368830e-04,2.20684415e-04
0.713230,5.01690260e+02,4.35861708e-04,2.17930854e-04
0.715418,5.04812729e+02,4.30100173e-04,2.15050087e-04
0.717605,5.07950978e+02,4.24098500e-04,2.12049250e-04
0.719793,5.11097455e+02,4.17870798e-04,2.08935399e-04
0.721981,5.14244584e+02,4.11430964e-04,2.05715482e-04
0.724169,5.17384790e+02,4.04792629e-04,2.02396314e-04
0.726357,5.20510511e+02,3.97969125e-04,1.98984563e-04
0.728545,5.23614219e+02,3.90973455e-04,1.95486727e-04
0.730732,5.26688431e+02,3.83818262e-04,1.91909131e-04
0.732920,5.29725720e+02,3.76515819e-04,1.88257909e-04
0.735108,5.32718724e+02,3.69078015e-04,1.84539007e-04
0.737296,5.35660151e+02,3.61516350e-04,1.80758175e-04
0.739484,5.38542788e+02,3.53841933e-04,1.76920967e-04
0.741671,5.41359501e+02,3.46065492e-04,1.73032746e-04
0.743859,5.44103240e+02,3.38197373e-04,1.69098687e-04
0.746047,5.46767037e+02,3.30247561e-04,1.65123781e-04
0.748235,5.49344011e+02,3.22225690e-04,1.61112845e-04
0.750423,5.51827362e+02,3.14141060e-04,1.57070530e-04
0.752611,5.54210372e+02,3.06002653e-04,1.53001327e-04
0.754798,5.56486403e+02,2.97819158e-04,1.48909579e-04
0.756986,5.58648893e+02,2.89598986e-04,1.44799493e-04
0.759174,5.60691356e+02,2.81350287e-04,1.40675144e-04
0.761362,5.62607374e+02,2.73080975e-04,1.36540487e-04
0.763550,5.64390599e+02,2.64798736e-04,1.32399368e-04
0.765738,5.66034744e+02,2.56511050e-04,1.28255525e-04
0.767925,5.67533587e+02,2.48225197e-04,1.24112598e-04
0.770113,5.68880959e+02,2.39948264e-04,1.19974132e-04
0.772301,5.70070751e+02,2.31687154e-04,1.15843577e-04
0.774489,5.71096901e+02,2.23448580e-04,1.11724290e-04
0.776677,5.71953404e+02,2.15239059e-04,1.07619529e-04
0.778864,5.72634301e+02,2.07064904e-04,1.03532452e-04
0.781052,5.73133683e+02,1.98932205e-04,9.94661023e-05
0.783240,5.73445692e+02,1.90846808e-04,9.54234039e-05
0.785428,5.73564522e+02,1.82814295e-04,9.14071475e-05
0.787616,5.73484419e+02,1.74839957e-04,8.74199786e-05
0.789804,5.73199688e+02,1.66928776e-04,8.34643878e-05
0.791991,5.72704698e+02,1.59085409e-04,7.95427044e-05
0.794179,5.71993887e+02,1.51314201e-04,7.56571004e-05
0.796367,5.71061769e+02,1.43619215e-04,7.18096076e-05
0.798555,5.69902947e+02,1.36004320e-04,6.80021602e-05
0.800743,5.68512122e+02,1.28473345e-04,6.42366723e-05
0.802930,5.66884108e+02,1.21030342e-04,6.05151712e-05
0.805118,5.65013844e+02,1.13680021e-04,5.68400105e-05
0.807306,5.62896414e+02,1.06428403e-04,5.32142016e-05
0.809494,5.60527065e+02,9.92838371e-05,4.96419185e-05
0.811682,5.57901226e+02,9.22585141e-05,4.61292571e-05
0.813870,5.55014533e+02,8.53707368e-05,4.26853684e-05
0.816057,5.51862852e+02,7.86482870e-05,3.93241435e-05
0.818245,5.48442307e+02,7.21334002e-05,3.60667001e-05
0.820433,5.44749309e+02,6.58900125e-05,3.29450062e-05
0.822621,5.40780582e+02,6.00139761e-05,3.00069881e-05
0.824809,5.36533202e+02,5.46463828e-05,2.73231914e-05
0.826997,5.32004624e+02,4.99878235e-05,2.49939118e-05
0.829184,5.27192725e+02,4.63053575e-05,2.31526788e-05
0.831372,5.22095835e+02,4.39139082e-05,2.19569541e-05
0.833560,5.16712783e+02,4.31107072e-05,2.15553536e-05
0.835748,5.11042936e+02,4.40717507e-05,2.20358754e-05
0.837936,5.05086241e+02,4.67776053e-05,2.33888027e-05
0.840123,4.98843278e+02,5.10346718e-05,2.55173359e-05
0.842311,4.92315301e+02,5.65668094e-05,2.82834047e-05
0.844499,4.85504294e+02,6.30999408e-05,3.15499704e-05
0.846687,4.78413023e+02,7.04026669e-05,3.52013335e-05
0.848875,4.71045092e+02,7.82928582e-05,3.91464291e-05
0.851063,4.63404999e+02,8.66298594e-05,4.33149297e-05
0.853250,4.55498198e+02,9.53040243e-05,4.76520121e-05
0.855438,4.47331159e+02,1.04227878e-04,5.21139390e-05
0.857626,4.38911433e+02,1.13329669e-04,5.66648346e-05
0.859814,4.30247712e+02,1.22548913e-04,6.12744566e-05
0.862002,4.21349895e+02,1.31833328e-04,6.59166640e-05
0.864189,4.12229147e+02,1.41136656e-04,7.05683280e-05
0.866377,4.02897968e+02,1.50417012e-04,7.52085060e-05
0.868565,3.93370244e+02,1.59635520e-04,7.98177601e-05
0.870753,3.83661305e+02,1.68755102e-04,8.43775510e-05
0.872941,3.73787981e+02,1.77739336e-04,8.88696680e-05
0.875129,3.63768641e+02,1.86551357e-04,9.32756784e-05
0.877316,3.53623237e+02,1.95152788e-04,9.75763942e-05
0.879504,3.43373335e+02,2.03502717e-04,1.01751358e-04
0.881692,3.33042135e+02,2.11556714e-04,1.05778357e-04
0.883880,3.22654483e+02,2.19265928e-04,1.09632964e-04
0.886068,3.12236869e+02,2.26576253e-04,1.13288127e-04
0.888256,3.01817403e+02,2.33427595e-04,1.16713798e-04
0.890443,2.91425784e+02,2.39753241e-04,1.19876620e-04
0.892631,2.81093231e+02,2.45479366e-04,1.22739683e-04
0.894819,2.70852401e+02,2.50524711e-04,1.25262356e-04
0.897007,2.60737259e+02,2.54800475e-04,1.27400238e-04
0.899195,2.50782924e+02,2.58210504e-04,1.29105252e-04
0.901382,2.41025452e+02,2.60651872e-04,1.30325936e-04
0.903570,2.31501577e+02,2.62015990e-04,1.31007995e-04
0.905758,2.22248377e+02,2.62190393e-04,1.31095196e-04
0.907946,2.13302870e+02,2.61061390e-04,1.30530695e-04
0.910134,2.04701526e+02,2.58517766e-04,1.29258883e-04
0.912322,1.96479693e+02,2.54455689e-04,1.27227845e-04
0.914509,1.88670925e+02,2.48784946e-04,1.24392473e-04
0.916697,1.81306235e+02,2.41436468e-04,1.20718234e-04
0.918885,1.74413271e+02,2.32370996e-04,1.16185498e-04
0.921073,1.68015452e+02,2.21588484e-04,1.10794242e-04
0.923261,1.62131107e+02,2.09137680e-04,1.04568840e-04
0.925448,1.56772663e+02,1.95125158e-04,9.75625790e-05
