time_orbits,dist_km,u_p_norm,u_e_norm
0.275666,6.94007945e+02,6.44582053e-04,3.15321978e-04
0.276759,6.91315001e+02,6.50823111e-04,3.18500417e-04
0.277853,6.88794068e+02,6.59140068e-04,3.21362714e-04
0.278947,6.86443033e+02,6.66145061e-04,3.23977293e-04
0.280041,6.84260249e+02,6.67379842e-04,3.26487074e-04
0.281135,6.82244218e+02,6.73016507e-04,3.28691426e-04
0.282229,6.80392266e+02,6.78748350e-04,3.30593241e-04
0.283323,6.78701000e+02,6.83525422e-04,3.32148970e-04
0.284417,6.77166995e+02,6.87012631e-04,3.33417471e-04
0.285511,6.75786930e+02,6.88745991e-04,3.34431834e-04
0.286605,6.74557009e+02,6.89863645e-04,3.35079324e-04
0.287699,6.73473446e+02,6.90549004e-04,3.35405540e-04
0.288792,6.72532729e+02,6.87996407e-04,3.35502973e-04
0.289886,6.71731255e+02,6.86775547e-04,3.35282737e-04
0.290980,6.71064203e+02,6.87452948e-04,3.34612280e-04
0.292074,6.70526689e+02,6.83277639e-04,3.33612896e-04
0.293168,6.70113810e+02,6.83956703e-04,3.32191097e-04
0.294262,6.69819372e+02,6.82507097e-04,3.30322003e-04
0.295356,6.69637738e+02,6.78460346e-04,3.28125643e-04
0.296450,6.69563500e+02,6.71958338e-04,3.25597599e-04
0.297544,6.69591879e+02,6.65292962e-04,3.22774899e-04
0.298638,6.69717853e+02,6.57723231e-04,3.19647915e-04
0.299732,6.69936108e+02,6.49248388e-04,3.16154346e-04
0.300825,6.70241337e+02,6.43619170e-04,3.12336549e-04
0.301919,6.70627259e+02,6.35028863e-04,3.08145862e-04
0.303013,6.71087952e+02,6.27607595e-04,3.03655398e-04
0.304107,6.71617860e+02,6.14265621e-04,2.98863056e-04
0.305201,6.72212018e+02,6.04040151e-04,2.93853683e-04
0.306295,6.72865045e+02,5.92972632e-04,2.88555043e-04
0.307389,6.73571798e+02,5.79876476e-04,2.83015595e-04
0.308483,6.74326807e+02,5.70227427e-04,2.77227486e-04
0.309577,6.75124247e+02,5.57190948e-04,2.71164074e-04
0.310671,6.75959096e+02,5.42697539e-04,2.64922079e-04
0.311765,6.76825933e+02,5.31448476e-04,2.58496209e-04
0.312858,6.77719055e+02,5.18536396e-04,2.51837162e-04
0.313952,6.78633197e+02,5.04140405e-04,2.45009140e-04
0.315046,6.79563412e+02,4.90589227e-04,2.38072656e-04
0.316140,6.80504800e+02,4.74402238e-04,2.30975087e-04
0.317234,6.81452844e+02,4.60197910e-04,2.23828538e-04
