time_orbits,dist,err_x,err_y,err_z,err_vx,err_vy,err_vz,P_trace,u_p_norm
0.155882,1.14788324e+03,-2.12009434e+00,-5.85108491e+00,-2.66778249e+00,1.76085722e-04,5.89669125e-03,1.40643266e-03,4.54964912e+00,4.59120028e-04
0.157523,1.14539278e+03,-2.03530054e+00,-5.86764596e+00,-2.67317543e+00,5.63088063e-04,5.75309052e-03,1.35479275e-03,4.57477023e+00,4.35592826e-04
0.159164,1.14260226e+03,-2.04995298e+00,-5.55759868e+00,-2.62362470e+00,8.83637461e-04,6.55380503e-03,1.45104349e-03,4.60036882e+00,4.12998333e-04
0.160805,1.13951161e+03,-2.11445668e+00,-5.36206966e+00,-2.70230240e+00,7.08695455e-04,6.73556179e-03,8.23006977e-04,4.62634114e+00,3.91417984e-04
0.162446,1.13612096e+03,-2.16670628e+00,-5.10222561e+00,-2.61345052e+00,7.35091815e-04,7.04098206e-03,1.26351498e-03,4.65232096e+00,3.69715825e-04
0.164087,1.13243095e+03,-2.29038915e+00,-4.69796679e+00,-2.54610591e+00,5.92663382e-04,7.73168277e-03,1.37017322e-03,4.67817091e+00,3.48146678e-04
0.165727,1.12844262e+03,-2.34924244e+00,-4.60506647e+00,-2.57677267e+00,3.65088815e-04,7.31795598e-03,1.09567817e-03,4.70415754e+00,3.27921411e-04
0.167368,1.12415698e+03,-2.34752303e+00,-4.42855852e+00,-2.52323650e+00,5.70228767e-04,7.47113061e-03,1.34101877e-03,4.73007225e+00,3.08371458e-04
0.169009,1.11957521e+03,-2.34517981e+00,-4.49709455e+00,-2.53102143e+00,4.90665234e-04,6.59208189e-03,1.32016107e-03,4.75612163e+00,2.89219139e-04
0.170650,1.11469867e+03,-2.42422701e+00,-4.56279536e+00,-2.50702504e+00,3.84781180e-05,5.59762190e-03,1.40736087e-03,4.78188908e+00,2.70639643e-04
0.172291,1.10952882e+03,-2.43763913e+00,-4.47695719e+00,-2.53694709e+00,1.18961267e-04,5.61562466e-03,1.13548020e-03,4.80750434e+00,2.53039780e-04
0.173932,1.10406774e+03,-2.36818511e+00,-4.39625722e+00,-2.56698476e+00,5.95239384e-04,5.82918256e-03,9.57867514e-04,4.83350793e+00,2.36633915e-04
0.175573,1.09831785e+03,-2.35509954e+00,-4.41668337e+00,-2.59915495e+00,6.20364427e-04,5.37300995e-03,7.67466726e-04,4.85974287e+00,2.20751654e-04
0.177214,1.09228176e+03,-2.34957483e+00,-4.43357154e+00,-2.59172924e+00,6.03237460e-04,4.92069132e-03,9.03521300e-04,4.88579732e+00,2.05941701e-04
0.178854,1.08596230e+03,-2.35276854e+00,-4.38531041e+00,-2.57323940e+00,6.23720547e-04,4.77770267e-03,9.84014982e-04,4.91163302e+00,1.91280115e-04
0.180495,1.07936269e+03,-2.31828839e+00,-4.46323600e+00,-2.56223300e+00,7.47109808e-04,4.23302037e-03,1.10302460e-03,4.93729703e+00,1.77776905e-04
0.182136,1.07248639e+03,-2.23485373e+00,-4.38182590e+00,-2.57201253e+00,1.22234263e-03,4.51336099e-03,1.01983206e-03,4.96304903e+00,1.65791924e-04
0.183777,1.06533736e+03,-2.23191365e+00,-4.24275539e+00,-2.56292552e+00,1.22535664e-03,4.76623314e-03,9.68546137e-04,4.98872541e+00,1.54637622e-04
0.185418,1.05791997e+03,-2.20347475e+00,-4.17470491e+00,-2.55809291e+00,1.31469128e-03,4.72955320e-03,9.71694600e-04,5.01405818e+00,1.44789093e-04
0.187059,1.05023878e+03,-2.29877508e+00,-4.01505184e+00,-2.55856514e+00,7.50873122e-04,4.81686710e-03,8.33785217e-04,5.03902273e+00,1.36285465e-04
0.188700,1.04229870e+03,-2.32693885e+00,-3.95266177e+00,-2.57778406e+00,5.77329437e-04,4.64316777e-03,6.84628280e-04,5.06353511e+00,1.28991277e-04
0.190340,1.03410485e+03,-2.36364773e+00,-3.92544520e+00,-2.48939011e+00,3.74018690e-04,4.33802946e-03,1.22303631e-03,5.08778535e+00,1.23180541e-04
0.191981,1.02566261e+03,-2.45268104e+00,-3.75719487e+00,-2.47663721e+00,-1.20158002e-05,4.64077252e-03,1.10137625e-03,5.11182949e+00,1.18964473e-04
0.193622,1.01697783e+03,-2.36572550e+00,-3.76351514e+00,-2.53743550e+00,5.39358542e-04,4.41505217e-03,7.81213434e-04,5.13569983e+00,1.17435652e-04
0.195263,1.00805668e+03,-2.38512872e+00,-3.67526654e+00,-2.49600898e+00,4.96240194e-04,4.43370362e-03,1.01395009e-03,5.15940706e+00,1.16739325e-04
0.196904,9.98905578e+02,-2.39212041e+00,-3.52256447e+00,-2.44274030e+00,5.35759914e-04,4.76439235e-03,1.24498291e-03,5.18303139e+00,1.17682787e-04
0.198545,9.89531385e+02,-2.49031982e+00,-3.34520445e+00,-2.38035992e+00,5.28869958e-05,5.04580057e-03,1.47881611e-03,5.20627439e+00,1.20251026e-04
0.200186,9.79941325e+02,-2.67490766e+00,-3.16047462e+00,-2.31381814e+00,-8.71521067e-04,5.19724587e-03,1.67084239e-03,5.22908337e+00,1.24266843e-04
0.201827,9.70142930e+02,-2.67088273e+00,-3.12932306e+00,-2.30646779e+00,-6.23451688e-04,4.91957506e-03,1.62693906e-03,5.25173973e+00,1.28857635e-04
0.203467,9.60143965e+02,-2.69070932e+00,-3.08310832e+00,-2.34634490e+00,-5.26252842e-04,4.66495440e-03,1.24885135e-03,5.27429210e+00,1.34372284e-04
0.205108,9.49952314e+02,-2.67288261e+00,-3.02309418e+00,-2.34846490e+00,-1.92329626e-04,4.55904666e-03,1.17693653e-03,5.29664670e+00,1.40673868e-04
0.206749,9.39576283e+02,-2.72836567e+00,-2.92661303e+00,-2.42866757e+00,-3.83203666e-04,4.46413870e-03,5.51267828e-04,5.31881115e+00,1.47529634e-04
0.208390,9.29024425e+02,-2.69929488e+00,-3.11004669e+00,-2.42454894e+00,-1.47550972e-04,3.37641774e-03,8.15320596e-04,5.34076894e+00,1.54326872e-04
0.210031,9.18305327e+02,-2.69029037e+00,-3.09951982e+00,-2.45468252e+00,3.72095446e-06,3.16377405e-03,6.51720879e-04,5.36283843e+00,1.61402680e-04
