seed,dt,q_scale,F_rel_fro,F_max_abs,P_rel_fro,P_max_abs,P_trace_rel,mean_pos_diff_m,mean_vel_diff_m_s
12,10.0,1.0,8.194323884148861e-07,7.350182584832876e-06,3.9678618043233203e-07,1.2896603446373055e-10,9.655101590167064e-13,0.0,3.471140604459642e-15
13,2.0,0.0,3.784540284016319e-07,9.061109134196956e-07,1.3110013789617222e-06,1.5898588909566325e-11,2.5875390310103036e-14,0.0,8.673617379884035e-16
13,2.0,0.01,3.784540284016319e-07,9.061109134196956e-07,1.0202620691703027e-06,1.5898588909566325e-11,2.0036407322579442e-14,0.0,8.673617379884035e-16
13,2.0,0.1,3.784540284016319e-07,9.061109134196956e-07,3.405505117268659e-07,1.5898588909566325e-11,6.821304009324821e-15,0.0,8.673617379884035e-16
13,2.0,1.0,3.784540284016319e-07,9.061109134196956e-07,4.444594917911543e-08,1.5898588909566325e-11,9.775211004509142e-16,0.0,8.673617379884035e-16
13,5.0,0.0,4.4601219933625063e-07,2.2652772834769588e-06,3.277472856559067e-06,3.974647225533209e-11,2.326188751071978e-13,0.0,8.673617379884035e-16
13,5.0,0.01,4.4601219933625063e-07,2.2652772834769588e-06,2.5506366455711404e-06,3.974647225533209e-11,1.809274439847385e-13,0.0,8.673617379884035e-16
13,5.0,0.1,4.4601219933625063e-07,2.2652772834769588e-06,8.513742149252465e-07,3.974647225533209e-11,6.045533210982815e-14,0.0,8.673617379884035e-16
13,5.0,1.0,4.4601219933625063e-07,2.2652772834769588e-06,1.1111483775347113e-07,3.974647225533209e-11,7.95981215668319e-15,0.0,8.673617379884035e-16
13,10.0,0.0,4.589427402352604e-07,4.530554567098478e-06,6.554727225009537e-06,7.949294452705304e-11,1.164214157441107e-12,0.0,0.0
13,10.0,0.01,4.589427402352604e-07,4.530554567098478e-06,5.101140963986451e-06,7.949294452705304e-11,9.058158984736334e-13,0.0,0.0
13,10.0,0.1,4.589427402352604e-07,4.530554567098478e-06,1.7027336865927126e-06,7.949294452705304e-11,3.0254154256999235e-13,0.0,0.0
13,10.0,1.0,4.589427402352604e-07,4.530554567098478e-06,2.22229424411064e-07,7.949294452705304e-11,3.910078746417233e-14,0.0,0.0
